aa00,en,Medical School,This is an official account for a Medical School,es,Escuela De Medicina,Esta es una cuenta oficial de una Escuela de Medicina,pt,Escola De Medicina,Esta é uma conta oficial de uma Escola de Medicina,inform,FALSE,warn
me02,en,DEI in Medicine,"This user is dedicated to improving diversity, equity, & inclusion in the field of medicine. This label is only for networking purposes and is not a verification of credentials or licensure.",es,Dei En Medicina,"Este usuario se dedica a mejorar la diversidad, la equidad y la inclusión en el campo de la medicina. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencias.",pt,Dei Em Medicina,"Este usuário se dedica a promover a diversidade, a equidade e a inclusão na área da medicina. Esta marca serve apenas para fins de networking e não constitui verificação de credenciais ou licença.",inform,FALSE,warn
me03,en,Medical Illustration,This user works in the field of Medical Illustration. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Ilustración Médica,Este usuario trabaja en el campo de la ilustración médica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Ilustração Médica,Este usuário trabalha na área de Ilustração Médica. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
me04,en,Pre-Med,This user is an Undergraduate Student on a Pre-Medical Track. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Pre-Medicina,Este usuario es estudiante de pregrado de premedicina. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Pré-Medicina,Este usuário é um estudante de graduação em um curso pré-médico. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
me05,en,Medical Student,This user is in Medical School. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Estudiante De Medicina,Este usuario estudia Medicina. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Estudante De Medicina,Este usuário está cursando Medicina. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
me06,en,MD/PhD Student,This user is in a dual doctoral program for physician–scientists. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Estudiante De Doctorado En Medicina,Este usuario participa en un programa de doctorado dual para médicos y científicos. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Estudante De Md/Phd,Este usuário está em um programa de doutorado duplo para médicos e cientistas. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
me07,en,PA Student,This user is in Physician Assistant School. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Estudiante De Pa,Este usuario está en la Escuela de Asistente Médico. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Estudante De Pa,Este usuário está na Escola de Assistente Médico. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
me08,en,Pharmacy Student,This user is in Pharmacy School. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Estudiante De Farmacia,Este usuario estudia Farmacia. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Estudante De Farmácia,Este usuário está na Faculdade de Farmácia. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
me09,en,Nursing Student,This user is in Nursing School. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Estudiante De Enfermería,Este usuario estudia enfermería. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Estudante De Enfermagem,Este usuário está na Escola de Enfermagem. Esta marcação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
mg00,en,Genetics,This user works in the field of Genetics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Genética,Este usuario trabaja en el campo de la genética. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Genética,Este usuário trabalha na área de Genética. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
mg01,en,Medical Genetics,This user works in the field of Medical Genetics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Genética Médica,Este usuario trabaja en el campo de la genética médica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Genética Médica,Este usuário trabalha na área de Genética Médica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
mg02,en,Clinical Biochemical Genetics,This user works in the field of Clinical Biochemical Genetics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Genética Bioquímica Clínica,Este usuario trabaja en el campo de la Genética Bioquímica Clínica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Genética Bioquímica Clínica,Este usuário atua na área de Genética Bioquímica Clínica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
mg03,en,Clinical Cytogenetics,This user works in the field of Clinical Cytogenetics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Citogenética Clínica,Este usuario trabaja en el campo de la citogenética clínica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Citogenética Clínica,Este usuário atua na área de Citogenética Clínica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
mg04,en,Clinical Genetics,This user works in the field of Clinical Genetics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Genética Clínica,Este usuario trabaja en el campo de la Genética Clínica. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Genética Clínica,Este usuário atua na área de Genética Clínica. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
